Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId,B_1,G_1,R_1,NIR_1,SWIR1_1,SWIR2_1,NVDI_1,B_2,G_2,R_2,NIR_2,SWIR1_2,SWIR2_2,NVDI_2,B_3,G_3,R_3,NIR_3,SWIR1_3,SWIR2_3,NVDI_3,B_4,G_4,R_4,NIR_4,SWIR1_4,SWIR2_4,NVDI_4,B_5,G_5,R_5,NIR_5,SWIR1_5,SWIR2_5,NVDI_5,B_6,G_6,R_6,NIR_6,SWIR1_6,SWIR2_6,NVDI_6,B_7,G_7,R_7,NIR_7,SWIR1_7,SWIR2_7,NVDI_7,B_8,G_8,R_8,NIR_8,SWIR1_8,SWIR2_8,NVDI_8,B_9,G_9,R_9,NIR_9,SWIR1_9,SWIR2_9,NVDI_9,B_10,G_10,R_10,NIR_10,SWIR1_10,SWIR2_10,NVDI_10,B_11,G_11,R_11,NIR_11,SWIR1_11,SWIR2_11,NVDI_11,B_12,G_12,R_12,NIR_12,SWIR1_12,SWIR2_12,NVDI_12,B_13,G_13,R_13,NIR_13,SWIR1_13,SWIR2_13,NVDI_13,B_14,G_14,R_14,NIR_14,SWIR1_14,SWIR2_14,NVDI_14,B_15,G_15,R_15,NIR_15,SWIR1_15,SWIR2_15,NVDI_15,B_16,G_16,R_16,NIR_16,SWIR1_16,SWIR2_16,NVDI_16,B_17,G_17,R_17,NIR_17,SWIR1_17,SWIR2_17,NVDI_17,B_18,G_18,R_18,NIR_18,SWIR1_18,SWIR2_18,NVDI_18,B_19,G_19,R_19,NIR_19,SWIR1_19,SWIR2_19,NVDI_19,B_20,G_20,R_20,NIR_20,SWIR1_20,SWIR2_20,NVDI_20,B_21,G_21,R_21,NIR_21,SWIR1_21,SWIR2_21,NVDI_21,B_22,G_22,R_22,NIR_22,SWIR1_22,SWIR2_22,NVDI_22,B_23,G_23,R_23,NIR_23,SWIR1_23,SWIR2_23,NVDI_23,B_24,G_24,R_24,NIR_24,SWIR1_24,SWIR2_24,NVDI_24
368,S,-61.89031303481549,-33.81334437580361,101.452614,BC,18/19,368,883.0,1322.0,1008.0,4404.0,3212.0,1851.0,0.6274944567627494,7836.0,7484.0,7144.0,7924.0,6646.0,5729.0,0.05176533050172552,116.0,627.0,213.0,6816.0,2883.0,1356.0,0.9393939393939394,99.0,352.0,133.0,6304.0,2427.0,1070.0,0.9586764020506447,173.0,527.0,215.0,5556.0,2516.0,1180.0,0.9254895165482584,130.0,609.0,207.0,5292.0,2510.0,1147.0,0.9247135842880524,330.0,630.0,1034.0,2054.0,2522.0,1551.0,0.33031088082901555,465.0,761.0,1172.0,1896.0,2603.0,1639.0,0.23598435462842246,883.0,1150.0,1522.0,2062.0,3474.0,2780.0,0.15066964285714285,792.0,1036.0,1360.0,2070.0,3042.0,2291.0,0.20699708454810492,904.0,1122.0,1456.0,1994.0,3370.0,2657.0,0.15594202898550724,5448.0,5080.0,4932.0,5060.0,3942.0,3264.0,0.012810248198558844,835.0,1048.0,1484.0,2142.0,3434.0,2633.0,0.18146718146718147,887.0,1182.0,1626.0,2268.0,3730.0,2691.0,0.16486902927580893,904.0,1172.0,1642.0,2332.0,3775.0,2764.0,0.17362858580775034,1416.0,1594.0,1926.0,2662.0,3591.0,2715.0,0.16041848299912814,1118.0,1382.0,1826.0,2542.0,4057.0,2945.0,0.16391941391941392,1156.0,1378.0,1816.0,2598.0,4206.0,3078.0,0.1771635704576348,1354.0,1556.0,1960.0,2568.0,4357.0,3341.0,0.13427561837455831,1076.0,1210.0,1494.0,2036.0,3230.0,2612.0,0.15354107648725213,1028.0,1228.0,1674.0,2436.0,4203.0,3669.0,0.1854014598540146,505.0,528.0,626.0,990.0,1482.0,1036.0,0.22524752475247525,359.0,642.0,524.0,3530.0,2400.0,1421.0,0.7414898865318205,515.0,686.0,544.0,3566.0,2146.0,1217.0,0.7352798053527979
370,S,-61.87669654837367,-33.814999029675015,100.519547,BC,18/19,370,372.0,608.0,338.0,4964.0,2602.0,1254.0,0.8725009430403621,7344.0,6944.0,6532.0,6932.0,6184.0,5425.0,0.029708853238265,74.0,364.0,139.0,5912.0,2351.0,1007.0,0.9540571806313006,113.0,464.0,181.0,5504.0,2138.0,920.0,0.9363236587510994,280.0,752.0,651.0,3318.0,2234.0,1294.0,0.671957671957672,268.0,570.0,904.0,2136.0,2899.0,1899.0,0.4052631578947368,584.0,894.0,1378.0,2194.0,3631.0,2695.0,0.2284434490481523,785.0,1038.0,1476.0,2164.0,3730.0,2709.0,0.189010989010989,736.0,870.0,1130.0,1682.0,3248.0,2633.0,0.19630156472261734,716.0,858.0,1138.0,1756.0,3047.0,2318.0,0.21354526606772636,760.0,872.0,1156.0,1604.0,3194.0,2555.0,0.16231884057971013,6960.0,6460.0,6000.0,6164.0,4117.0,3182.0,0.013482407102926669,610.0,763.0,1070.0,1602.0,3148.0,2546.0,0.1991017964071856,645.0,861.0,1206.0,1716.0,3442.0,2676.0,0.17453798767967146,697.0,928.0,1208.0,1810.0,3542.0,2771.0,0.1994698475811796,1218.0,1396.0,1622.0,2248.0,3422.0,2703.0,0.16175710594315246,879.0,1052.0,1394.0,1994.0,3708.0,2943.0,0.1770956316410862,952.0,1130.0,1478.0,2086.0,3893.0,3095.0,0.17059483726150393,1148.0,1256.0,1582.0,2192.0,4081.0,3356.0,0.16163222045574988,934.0,1072.0,1310.0,1898.0,3148.0,2718.0,0.18329177057356608,1046.0,1190.0,1576.0,2242.0,4061.0,3611.0,0.1744368779465689,3408.0,3108.0,2596.0,3808.0,3289.0,2465.0,0.18925671455340407,844.0,1130.0,1288.0,3112.0,3881.0,2926.0,0.41454545454545455,850.0,1082.0,1186.0,3012.0,3652.0,2853.0,0.4349690328727966
375,S,-61.937345490535506,-33.797161713406226,101.21934499999999,BC,18/19,375,2798.0,3020.0,2912.0,4552.0,4597.0,3943.0,0.21972132904608788,6196.0,5956.0,5688.0,6844.0,6383.0,5640.0,0.09224385572933293,142.0,609.0,186.0,7056.0,2891.0,1338.0,0.9486329743164872,56.0,333.0,109.0,6264.0,2312.0,989.0,0.9657931900203984,145.0,409.0,141.0,5840.0,2438.0,1091.0,0.9528506938639024,99.0,478.0,158.0,5732.0,2451.0,1069.0,0.9463497453310696,322.0,814.0,1024.0,2646.0,2357.0,1378.0,0.4419618528610354,368.0,686.0,1088.0,2060.0,2561.0,1513.0,0.3087674714104193,846.0,1114.0,1678.0,2350.0,3757.0,2879.0,0.16683217477656406,888.0,1134.0,1586.0,2258.0,3447.0,2614.0,0.17481789802289285,849.0,1104.0,1524.0,2132.0,3446.0,2700.0,0.16630196936542668,5456.0,5360.0,5240.0,4964.0,3055.0,2211.0,-0.027048216385731086,778.0,969.0,1424.0,2036.0,3433.0,2680.0,0.17687861271676297,921.0,1162.0,1610.0,2222.0,3710.0,2748.0,0.15970772442588727,866.0,1188.0,1640.0,2302.0,3737.0,2801.0,0.16793505834601724,2932.0,3266.0,3480.0,4312.0,4911.0,4078.0,0.10677618069815197,1034.0,1250.0,1728.0,2490.0,3977.0,3003.0,0.1806543385490754,916.0,1102.0,1564.0,2330.0,3905.0,2897.0,0.19671289162814587,1142.0,1360.0,1812.0,2520.0,4097.0,3253.0,0.1634349030470914,1340.0,1496.0,1764.0,2576.0,3293.0,2738.0,0.1870967741935484,1008.0,1224.0,1538.0,2828.0,3988.0,3154.0,0.2954649564819056,3234.0,4332.0,4936.0,4508.0,5336.0,5338.0,-0.04531977975434138,278.0,529.0,380.0,4028.0,1969.0,989.0,0.8275862068965517,410.0,591.0,438.0,4168.0,1910.0,955.0,0.8098132870169344
377,S,-61.91953753462774,-33.80418548022191,105.65142800000001,BC,18/19,377,356.0,633.0,264.0,5820.0,2607.0,1197.0,0.9132149901380672,7872.0,7484.0,7184.0,7792.0,6962.0,5969.0,0.0405982905982906,24.0,339.0,117.0,6128.0,2258.0,958.0,0.9625300240192154,98.0,366.0,148.0,5580.0,2058.0,877.0,0.9483240223463688,257.0,739.0,397.0,4476.0,2140.0,1072.0,0.8370613585060538,241.0,741.0,700.0,3218.0,2232.0,1219.0,0.6426748340990301,821.0,1222.0,1866.0,2888.0,3899.0,2673.0,0.2149768615902398,909.0,1250.0,1786.0,2604.0,3837.0,2798.0,0.18633257403189066,844.0,986.0,1182.0,1860.0,3334.0,2840.0,0.222879684418146,797.0,948.0,1152.0,1998.0,3211.0,2574.0,0.26857142857142857,789.0,978.0,1200.0,1776.0,3264.0,2748.0,0.1935483870967742,5504.0,5096.0,4804.0,5152.0,3830.0,3158.0,0.03495379670550422,719.0,871.0,1132.0,1854.0,3277.0,2632.0,0.2417950435365037,731.0,976.0,1324.0,1898.0,3558.0,2755.0,0.17815021725636251,737.0,981.0,1326.0,1940.0,3609.0,2826.0,0.1879975505205144,1058.0,1218.0,1442.0,2066.0,2872.0,2495.0,0.17787913340935005,752.0,905.0,1226.0,1824.0,3122.0,2814.0,0.1960655737704918,831.0,1022.0,1334.0,1956.0,3281.0,2852.0,0.1890577507598784,883.0,1023.0,1338.0,1958.0,3352.0,3250.0,0.18810679611650485,738.0,937.0,1152.0,1750.0,2411.0,2267.0,0.20606478290833907,847.0,1010.0,1404.0,2056.0,3430.0,3384.0,0.1884393063583815,4108.0,3818.0,3404.0,4444.0,3823.0,3356.0,0.1325178389398573,769.0,1026.0,1406.0,2182.0,3355.0,3281.0,0.2162764771460424,971.0,1148.0,1442.0,2354.0,3367.0,3410.0,0.2402528977871444
378,S,-61.92000068042507,-33.806032731367004,105.65142800000001,BC,18/19,378,399.0,725.0,345.0,5448.0,2695.0,1339.0,0.8808907301916106,8432.0,8040.0,7692.0,8352.0,7264.0,6012.0,0.04113687359760658,76.0,415.0,181.0,5576.0,2379.0,1130.0,0.9371200277922528,138.0,408.0,208.0,5268.0,2140.0,971.0,0.9240321402483564,240.0,692.0,370.0,4300.0,2181.0,1143.0,0.8415417558886509,229.0,760.0,626.0,3588.0,2230.0,1231.0,0.7028951115329853,693.0,1076.0,1670.0,2776.0,3805.0,2607.0,0.2487629329734593,697.0,1098.0,1614.0,2412.0,3657.0,2607.0,0.19821162444113266,606.0,751.0,994.0,1730.0,3016.0,2511.0,0.2701908957415565,510.0,731.0,885.0,1810.0,2750.0,2088.0,0.3432282003710575,469.0,641.0,807.0,1652.0,2738.0,2143.0,0.3436356242374949,8400.0,8164.0,7804.0,7552.0,4908.0,3790.0,-0.016410523573847355,447.0,791.0,716.0,2586.0,2606.0,1964.0,0.5663234403391884,629.0,962.0,1400.0,2220.0,3214.0,2456.0,0.2265193370165746,621.0,927.0,1304.0,2048.0,3265.0,2594.0,0.2219570405727924,1504.0,1842.0,2276.0,3010.0,4250.0,3605.0,0.13885735906167235,605.0,820.0,1168.0,1768.0,2918.0,2597.0,0.20435967302452315,803.0,952.0,1286.0,1914.0,3105.0,2784.0,0.19625,832.0,965.0,1264.0,1880.0,3212.0,3082.0,0.1959287531806616,731.0,853.0,1118.0,1700.0,2481.0,2391.0,0.20652945351312987,849.0,1017.0,1392.0,2078.0,3377.0,3310.0,0.19769452449567726,3474.0,3108.0,3210.0,4036.0,4098.0,4079.0,0.11399392768423958,512.0,805.0,803.0,2958.0,2760.0,2078.0,0.5729859080031906,657.0,885.0,871.0,3068.0,2603.0,1984.0,0.5577557755775577
379,M,-61.80087958134889,-33.825080182532155,103.440048,BC,18/19,379,321.0,467.0,252.0,4824.0,1826.0,768.0,0.9007092198581559,9384.0,8776.0,8312.0,8016.0,6736.0,5520.0,-0.018128368446839783,246.0,449.0,336.0,3834.0,1701.0,779.0,0.8388489208633093,236.0,541.0,440.0,3208.0,1880.0,907.0,0.7587719298245614,465.0,673.0,998.0,1498.0,2846.0,2112.0,0.20032051282051286,390.0,587.0,932.0,1368.0,2681.0,1981.0,0.1895652173913044,973.0,1378.0,2036.0,2808.0,4527.0,3316.0,0.1593724194880264,942.0,1406.0,1938.0,3024.0,4193.0,2854.0,0.218863361547763,573.0,877.0,924.0,2720.0,3048.0,1987.0,0.4928649835345774,439.0,725.0,689.0,3124.0,2357.0,1387.0,0.6386047731445056,396.0,688.0,572.0,3432.0,2132.0,1144.0,0.7142857142857143,7792.0,7104.0,6620.0,6772.0,4146.0,3372.0,0.011350059737156512,289.0,500.0,276.0,4204.0,1703.0,852.0,0.8767857142857143,132.0,648.0,329.0,4388.0,2065.0,1001.0,0.8605045579817681,358.0,695.0,615.0,3982.0,2143.0,1140.0,0.7324341962149228,973.0,1338.0,1222.0,4048.0,2458.0,1548.0,0.5362428842504744,333.0,631.0,519.0,3616.0,2073.0,1092.0,0.7489721886336155,960.0,1278.0,1904.0,3030.0,3403.0,2141.0,0.22821240372922574,1122.0,1476.0,2138.0,3124.0,3699.0,2494.0,0.18738122386925124,3086.0,3010.0,3032.0,3884.0,3080.0,2707.0,0.1231925968768074,882.0,1194.0,1638.0,2338.0,4037.0,3140.0,0.17605633802816897,5048.0,4704.0,4388.0,5480.0,5087.0,4814.0,0.11066072152411836,890.0,1212.0,1494.0,2852.0,4127.0,2927.0,0.3124712379199264,937.0,1160.0,1410.0,2778.0,4077.0,2970.0,0.32664756446991405
382,M,-61.79383976522929,-33.830889772785184,103.21611800000001,BC,18/19,382,175.0,201.0,99.0,1614.0,614.0,267.0,0.8844133099824869,10136.0,9552.0,9176.0,8872.0,8037.0,6917.0,-0.016843971631205674,314.0,600.0,467.0,3708.0,1914.0,913.0,0.7762874251497006,336.0,635.0,705.0,3008.0,2287.0,1221.0,0.620253164556962,1158.0,1684.0,2448.0,3532.0,4773.0,3422.0,0.18127090301003346,1052.0,1526.0,2234.0,3218.0,4575.0,3329.0,0.18048422597212035,915.0,1318.0,1860.0,2636.0,4389.0,3371.0,0.17259786476868327,931.0,1350.0,1804.0,2946.0,4046.0,2776.0,0.2404210526315789,538.0,839.0,816.0,2978.0,2834.0,1817.0,0.569847127042699,368.0,649.0,526.0,3532.0,2178.0,1218.0,0.7407589945786102,381.0,630.0,503.0,3730.0,2022.0,1093.0,0.7623434916135129,8720.0,7744.0,7104.0,7300.0,4390.0,3550.0,0.013607331296861985,333.0,594.0,328.0,4432.0,1704.0,847.0,0.8621848739495799,125.0,518.0,248.0,5024.0,1850.0,882.0,0.905918057663126,226.0,529.0,257.0,4816.0,1681.0,787.0,0.8986792824758526,845.0,1102.0,843.0,4628.0,2023.0,1199.0,0.6918296472308536,328.0,576.0,331.0,4520.0,1722.0,814.0,0.8635332921047206,872.0,1232.0,1924.0,3288.0,3460.0,2170.0,0.261703760552571,1096.0,1466.0,2242.0,3406.0,3772.0,2493.0,0.20609065155807368,3294.0,3254.0,3242.0,4082.0,2839.0,2570.0,0.11469142545057345,858.0,1168.0,1588.0,2328.0,3862.0,2941.0,0.1889683350357508,909.0,995.0,1130.0,1826.0,2529.0,2160.0,0.2354533152909337,807.0,1082.0,1340.0,2422.0,3872.0,2793.0,0.2876129718234981,897.0,1106.0,1332.0,2490.0,3805.0,2826.0,0.3029827315541601
386,s,-61.78397475974593,-33.834890850394146,104.662369,BC,18/19,386,1590.0,1614.0,1416.0,3250.0,2484.0,1714.0,0.39305615087869694,10504.0,9928.0,9536.0,9104.0,8072.0,6936.0,-0.02317596566523605,269.0,603.0,220.0,5836.0,2619.0,1196.0,0.927344782034346,167.0,431.0,145.0,6336.0,2483.0,1080.0,0.9552538188551151,222.0,453.0,153.0,5928.0,2534.0,1137.0,0.9496793290577208,163.0,495.0,183.0,5856.0,2582.0,1141.0,0.9393939393939394,202.0,811.0,389.0,4372.0,2317.0,1140.0,0.8365889519008611,383.0,666.0,1112.0,2078.0,2771.0,1657.0,0.3028213166144201,708.0,974.0,1262.0,1962.0,3353.0,2744.0,0.21712158808933,636.0,882.0,1104.0,2144.0,3027.0,2237.0,0.32019704433497537,556.0,815.0,864.0,2438.0,2783.0,1949.0,0.4766807995154452,10208.0,9816.0,9432.0,8824.0,5636.0,4960.0,-0.033304119193689745,239.0,613.0,265.0,4740.0,1865.0,866.0,0.8941058941058941,62.0,564.0,176.0,5372.0,2033.0,939.0,0.9365537130497475,140.0,503.0,171.0,5220.0,1671.0,746.0,0.9365609348914858,790.0,1074.0,755.0,4940.0,2098.0,1211.0,0.7348551360842844,258.0,644.0,326.0,4948.0,1765.0,844.0,0.8763746681835419,430.0,854.0,605.0,4120.0,1956.0,969.0,0.7439153439153439,599.0,964.0,932.0,3266.0,2324.0,1412.0,0.55597903763697,2540.0,2636.0,2758.0,3798.0,3245.0,2578.0,0.1586333129957291,904.0,1262.0,1790.0,2586.0,3779.0,2625.0,0.18190127970749545,2952.0,2840.0,3074.0,4028.0,4576.0,4189.0,0.13432835820895522,820.0,1090.0,1384.0,2398.0,3708.0,2582.0,0.2681121099947118,908.0,1122.0,1340.0,2436.0,3665.0,2615.0,0.2902542372881356
388,S,-61.8706293384285,-33.815807104816926,96.619316,BC,18/19,388,301.0,351.0,193.0,1708.0,774.0,345.0,0.7969489742240926,10256.0,9656.0,9232.0,8856.0,7609.0,6317.0,-0.020787262273330383,94.0,328.0,140.0,5252.0,2063.0,899.0,0.9480712166172108,120.0,417.0,242.0,4740.0,2127.0,997.0,0.9028502609393818,210.0,540.0,389.0,3544.0,2111.0,1194.0,0.8021866259852528,203.0,598.0,608.0,2988.0,2168.0,1288.0,0.6618464961067854,320.0,547.0,919.0,1806.0,2725.0,1924.0,0.3255045871559633,919.0,1248.0,1744.0,2574.0,3701.0,2583.0,0.19221861973135712,639.0,795.0,974.0,1694.0,2983.0,2481.0,0.2698650674662669,608.0,758.0,886.0,1844.0,2846.0,2196.0,0.3509157509157509,697.0,798.0,1030.0,1526.0,2971.0,2397.0,0.1940532081377152,6828.0,6264.0,5800.0,5924.0,3954.0,3057.0,0.010576595018764928,560.0,749.0,944.0,1660.0,2824.0,2213.0,0.2749615975422427,561.0,821.0,1074.0,1800.0,3030.0,2294.0,0.25260960334029225,654.0,868.0,1178.0,1802.0,3397.0,2611.0,0.2093959731543624,1104.0,1280.0,1516.0,2148.0,3309.0,2563.0,0.17248908296943233,830.0,968.0,1322.0,1934.0,3661.0,2881.0,0.187960687960688,800.0,996.0,1344.0,1974.0,3607.0,3006.0,0.18987341772151897,1036.0,1146.0,1470.0,2094.0,3797.0,3306.0,0.1750841750841751,836.0,951.0,1172.0,1794.0,2774.0,2460.0,0.20971004720161834,841.0,1052.0,1284.0,2536.0,3765.0,3240.0,0.3277486910994765,4376.0,4952.0,4872.0,4996.0,5125.0,4912.0,0.01256586947709769,463.0,760.0,741.0,3316.0,2627.0,1650.0,0.6347054473749075,641.0,869.0,866.0,3152.0,2667.0,1778.0,0.5689397710303634
391,S,-61.827186262637866,-33.81992432151954,105.418159,BC,18/19,391,1854.0,2048.0,1956.0,4188.0,4108.0,2699.0,0.36328125,9864.0,9408.0,8992.0,8664.0,7415.0,6075.0,-0.018577254191209785,121.0,600.0,188.0,6440.0,2613.0,1173.0,0.9432709716354858,78.0,289.0,101.0,6180.0,2141.0,905.0,0.9678395160006368,117.0,438.0,166.0,5172.0,2282.0,1046.0,0.93780442113151,105.0,500.0,158.0,5008.0,2272.0,1024.0,0.9388308168795974,282.0,528.0,965.0,1926.0,2903.0,1777.0,0.3324109304738845,1088.0,1552.0,2288.0,3364.0,4439.0,3006.0,0.19037508846426046,847.0,1100.0,1440.0,2166.0,3582.0,2795.0,0.20133111480865226,792.0,1030.0,1330.0,2228.0,3209.0,2390.0,0.2523889825744801,814.0,1036.0,1292.0,2176.0,3328.0,2473.0,0.2549019607843137,6696.0,6172.0,5728.0,5972.0,3862.0,3065.0,0.020854700854700856,780.0,1005.0,1504.0,2270.0,3595.0,2717.0,0.20296767355590886,909.0,1198.0,1720.0,2408.0,3919.0,2796.0,0.16666666666666666,921.0,1234.0,1742.0,2478.0,3968.0,2877.0,0.17440758293838862,1428.0,1628.0,1946.0,2706.0,3627.0,2718.0,0.16337059329320722,1154.0,1422.0,1914.0,2654.0,4200.0,3072.0,0.16199649737302976,1170.0,1434.0,1904.0,2732.0,4406.0,3281.0,0.17860224331320104,1260.0,1516.0,2036.0,2946.0,4711.0,3711.0,0.18265756724207147,1158.0,1372.0,1748.0,2584.0,3495.0,2878.0,0.19298245614035087,1082.0,1418.0,1724.0,3350.0,4415.0,3424.0,0.3204572329523059,3706.0,3050.0,2706.0,4300.0,3955.0,3169.0,0.22751926919783044,216.0,438.0,266.0,4628.0,1740.0,796.0,0.8912954638332652,464.0,594.0,413.0,4444.0,1612.0,728.0,0.8299361745933704
394,M,-61.81653390929902,-33.82623443718505,103.524025,BC,18/19,394,6852.0,6796.0,6664.0,7560.0,6821.0,6145.0,0.06299212598425198,10312.0,9592.0,9152.0,8536.0,7183.0,5916.0,-0.03482587064676617,166.0,584.0,388.0,3738.0,1881.0,891.0,0.8119243819680078,333.0,579.0,890.0,1720.0,2557.0,1762.0,0.31800766283524906,392.0,607.0,980.0,1450.0,2693.0,2005.0,0.1934156378600823,1096.0,1670.0,2474.0,3450.0,4757.0,3315.0,0.16475354490209318,893.0,1378.0,1888.0,3084.0,4241.0,2946.0,0.24054706355591315,863.0,1340.0,1598.0,3162.0,3755.0,2419.0,0.32857142857142857,420.0,766.0,617.0,3256.0,2605.0,1491.0,0.6813839400981152,230.0,553.0,291.0,3796.0,1924.0,958.0,0.8575972596036212,317.0,572.0,294.0,3904.0,1801.0,854.0,0.8599333015721772,7436.0,6612.0,6176.0,6504.0,3966.0,3062.0,0.025867507886435333,112.0,428.0,155.0,3812.0,1521.0,733.0,0.9218553062767836,209.0,687.0,471.0,3646.0,1837.0,915.0,0.7711926159825115,239.0,735.0,611.0,3452.0,2069.0,1128.0,0.6992370169825253,935.0,1232.0,1202.0,3300.0,2230.0,1449.0,0.4660151043980453,446.0,738.0,871.0,2968.0,2207.0,1307.0,0.546235998958062,755.0,1076.0,1616.0,2518.0,3136.0,2045.0,0.2181906144170295,951.0,1232.0,1730.0,2536.0,3390.0,2322.0,0.18893577121425226,930.0,1118.0,1250.0,1908.0,2137.0,1669.0,0.2083597213426219,838.0,1158.0,1602.0,2302.0,3758.0,2893.0,0.17930327868852458,1720.0,1504.0,2186.0,2380.0,3772.0,3137.0,0.04248795444590451,797.0,1136.0,1334.0,2664.0,3622.0,2478.0,0.3326663331665833,875.0,1104.0,1312.0,2590.0,3484.0,2476.0,0.32752434648898
396,M,-61.699358022571666,-33.776240944475624,97.766991,BC,18/19,396,489.0,656.0,644.0,1914.0,1913.0,1093.0,0.4964816262705238,5820.0,5560.0,5224.0,6420.0,5540.0,4837.0,0.10271384403984883,200.0,552.0,224.0,5908.0,2572.0,1158.0,0.9269406392694064,146.0,380.0,146.0,5900.0,2283.0,956.0,0.9517036056897122,209.0,471.0,194.0,5548.0,2349.0,1057.0,0.9324277255311738,188.0,538.0,201.0,5384.0,2359.0,1042.0,0.9280214861235452,303.0,830.0,851.0,2644.0,2111.0,1210.0,0.5130185979971388,1050.0,1478.0,2176.0,3210.0,4183.0,2855.0,0.1919792053471964,701.0,932.0,1216.0,1896.0,3331.0,2682.0,0.2185089974293059,570.0,837.0,1002.0,2094.0,2905.0,2168.0,0.3527131782945737,696.0,858.0,1194.0,1738.0,3336.0,2635.0,0.1855388813096862,8164.0,7332.0,6796.0,7028.0,4409.0,3370.0,0.01678240740740741,720.0,880.0,1204.0,1938.0,3311.0,2560.0,0.23360916613621896,674.0,918.0,1362.0,2018.0,3675.0,2715.0,0.1940828402366864,852.0,1012.0,1432.0,2102.0,3784.0,2927.0,0.189586870401811,1508.0,1670.0,1970.0,2734.0,3931.0,2979.0,0.16241496598639454,925.0,1178.0,1572.0,2250.0,4008.0,2988.0,0.17739403453689168,783.0,960.0,1368.0,2022.0,3656.0,2909.0,0.1929203539823009,1086.0,1268.0,1678.0,2348.0,4005.0,3295.0,0.16641828117237953,1108.0,1294.0,1664.0,2300.0,3933.0,3231.0,0.16044399596367304,1046.0,1302.0,1644.0,2652.0,4140.0,3417.0,0.2346368715083799,767.0,968.0,1062.0,2764.0,3335.0,2399.0,0.4448510193413487,303.0,507.0,353.0,3876.0,1965.0,1035.0,0.8330574603925278,590.0,753.0,588.0,3718.0,1878.0,984.0,0.7268927078495123
399,M,-61.695699170772656,-33.76757859673393,98.177544,BC,18/19,399,765.0,1120.0,935.0,4972.0,2648.0,1466.0,0.6834264432029795,6264.0,5908.0,5604.0,6500.0,5898.0,5308.0,0.07402511566424322,228.0,491.0,264.0,3780.0,1232.0,487.0,0.8694362017804155,343.0,770.0,578.0,3824.0,2380.0,1177.0,0.7373920945024989,765.0,1108.0,1726.0,2630.0,3506.0,2556.0,0.20752984389348025,924.0,1350.0,2034.0,3044.0,4272.0,3025.0,0.1988972036234738,922.0,1274.0,1870.0,2670.0,4336.0,3298.0,0.1762114537444934,839.0,1216.0,1730.0,2688.0,4020.0,2844.0,0.21684019918515168,781.0,1084.0,1376.0,2392.0,3640.0,2700.0,0.26963906581740976,634.0,963.0,1206.0,2366.0,3146.0,2169.0,0.3247480403135498,777.0,1016.0,1502.0,2248.0,3598.0,2636.0,0.19893333333333327,5316.0,4952.0,4508.0,4964.0,3002.0,2215.0,0.048141891891891886,753.0,950.0,1384.0,2128.0,3463.0,2623.0,0.2118451025056948,701.0,999.0,1476.0,2156.0,3769.0,2745.0,0.18722466960352424,815.0,1064.0,1560.0,2360.0,3922.0,3015.0,0.20408163265306126,1670.0,1788.0,2142.0,2934.0,3949.0,2996.0,0.15602836879432624,984.0,1236.0,1748.0,2596.0,4196.0,3112.0,0.19521178637200734,1058.0,1288.0,1760.0,2578.0,4322.0,3292.0,0.1885661595205164,1208.0,1386.0,1840.0,2578.0,4292.0,3375.0,0.1670439112720688,915.0,1080.0,1356.0,1812.0,3070.0,2444.0,0.14393939393939395,1056.0,1352.0,1874.0,2666.0,4580.0,3624.0,0.17444933920704847,1208.0,1460.0,1968.0,2808.0,4401.0,3411.0,0.17587939698492466,1048.0,1356.0,1704.0,3144.0,4337.0,3261.0,0.297029702970297,997.0,1226.0,1504.0,2956.0,4147.0,3267.0,0.3255605381165919
